companyid,headline,mostimportantdateutc,keydeveventtypeid,keydeveventtypename,companyname,audiolengthsec,transcriptid,transcriptcomponentid,transcriptcomponenttypename,transcriptpersonname,companyofperson,speakertypename,componentorder,componenttext,word_count,sentiment_value,complexity_value,normalized_sentiment,normalized_complexity
168864.0,"Advanced Micro Devices, Inc., Q4 2016 Earnings Call, Jan 31, 2017",2017-01-31,48.0,Earnings Calls,"Advanced Micro Devices, Inc.",2845.0,1120949.0,46509059.0,Presentation Operator Message,Operator,,Operator,0,"Greetings, and welcome to the Advanced Micro Devices Q4 and Full Year 2016 Earnings Conference Call. [Operator Instructions] As a reminder, this conference is being recorded. It is now my pleasure to introduce your host, Laura Graves, Corporate Vice President of Investor Relations. Please, go ahead.",46,6.0,4.0,0.8333333333333334,0.4
168864.0,"Advanced Micro Devices, Inc., Q4 2016 Earnings Call, Jan 31, 2017",2017-01-31,48.0,Earnings Calls,"Advanced Micro Devices, Inc.",2845.0,1120949.0,46509060.0,Presenter Speech,Laura Graves,,Executives,1,"Thank you, and welcome to AMD's fourth quarter and fiscal year-end conference call. This is Laura Graves. I recently joined the AMD IR team as Corporate Vice President of Investor Relations, and I'm pleased to join you on today's call. 
By now you should have had the opportunity to review a copy of our earnings release and the CFO commentary and slides. If you have not reviewed these documents, they can be found on AMD's website at ir.amd.com. 
Participants on today's conference call are Lisa Su, our President and Chief Executive Officer; and Devinder Kumar, our Senior Vice President, Chief Financial Officer and Treasurer. This is a live call and will be replayed via webcast on amd.com. 
Before we begin today's call, I'd like to share with you that first quarter quiet time will begin at the close of business on Friday, March 17, 2017, and that we will host our Financial Analyst Day on Tuesday, May 16, in California. Lastly, let me remind everyone that the fourth quarter of 2016 was a 14-week quarter and that first quarter 2017 will be a 13-week quarter. 
Today's discussion contains forward-looking statements based on the environment as we currently see it. Those statements are based on current beliefs, assumptions and expectations, speak only as of the current date, and as such, involve risks and uncertainties that could cause actual results to differ materially from our current expectations. 
Additionally, please note that we will be referring to non-GAAP figures during this call, except for revenue and segment operating income or loss, which is on a GAAP basis. The non-GAAP financial measures referenced are reconciled to their most directly comparable GAAP financial measures in the press release and CFO commentary, which is posted on our website at quarterlyearnings.amd.com. 
Please refer to the cautionary statements in today's earnings press release and CFO commentary for more information. You'll also find detailed discussions about our risk factors in our filings with the SEC and, in particular, AMD's quarterly report on Form 10-Q for the quarter ended September 24, 2016. 
With that, I'd like to hand the call over to Lisa. Lisa?",354,6.0,5.0,0.8333333333333334,0.5
168864.0,"Advanced Micro Devices, Inc., Q4 2016 Earnings Call, Jan 31, 2017",2017-01-31,48.0,Earnings Calls,"Advanced Micro Devices, Inc.",2845.0,1120949.0,46509061.0,Presenter Speech,Lisa Su,,Executives,2,"Thank you, Laura. And good afternoon to all those listening in today. In 2016, we made meaningful progress across the company, strengthening our product offerings, regaining share in key markets and creating a solid foundation for sustainable growth. Fourth quarter revenue of $1.11 billion grew 15% from the year-ago period based on a substantial increase in Computing and Graphics segment revenue. 
Revenue decreased 15% sequentially based on seasonally lower semi-custom SoC shipments, while we achieved our second straight quarter of Computing and Graphics segment revenue growth. 
For the full year, growth across both of our business segments resulted in a 7% increase in annual revenue, non-GAAP gross margin expansion and positive free cash flow. 
Looking at our Computing and Graphics segment. On a full year basis, CG annual revenue grew for the first time since 2011 as our focus on strengthening this key part of our business gained momentum. 
Fourth quarter revenue increased 28% from the year-ago period, based on strong GPU and mobile APU sales growth. Our CG quarterly revenue was the highest in 2 years. Our client revenue was the highest in 7 quarters and we delivered our highest graphics processor revenue in 11 quarters. 
Mobile APU shipments and revenue growth accelerated as strong adoption of our seventh-generation notebook APUs drove notebook share gains in the quarter. Desktop processor sales increased sequentially and declined from a year ago in advance of our Ryzen desktop processor launch this quarter. 
At CES, we highlighted broad design win and ecosystem momentum for Ryzen. 17 different system integrators unveiled Ryzen-based gaming and enthusiast systems, and multiple ecosystem partners announced plans to offer a broad range of premium Ryzen motherboards. We have also secured a number of high-end design wins for Ryzen with our global OEMs. We remain on track to launch Ryzen in early March, with widespread system and channel availability expected on day 1. 
In Graphics, strong sales increases across all of our product lines drove a double-digit increase in GPU processor revenue from a year ago. Desktop GPU shipments and revenue increased by double-digit percentages from a year ago based on growing OEM and channel adoption of Polaris GPUs. Polaris processor sales were particularly strong in the performance and enthusiast portions of the market, resulting in our highest channel GPU sales in more than 2 years. Mobile GPU sales growth outpaced desktop in the quarter, and we believe we gained further share in this part of the market as the first Polaris-based notebooks launched. 
We also launched Radeon Pro 400 mobile GPUs in the quarter. These ultrathin performance GPUs are ideal for mobile content creators and are powering Apple's latest premium MacBook Pro notebooks. And in professional graphics, we finished off a record year with record quarterly revenue and unit shipments. 
Traditional workstation GPU sales grew in the quarter as HP, Dell and others began offering systems powered by our recently launched Radeon Pro WX GPUs. 
We also continued to make progress in the server GPU market with sales increasing significantly to support new mega data center deployments. 
As a part of our strategy to drive Radeon GPUs into the data center, we announced our Radeon Instinct family of machine intelligence accelerators and detailed our plan to expand the market for machine learning based on AMD's unique combination of high-performance GPUs, CPUs and open-source software. 
Turning to our Enterprise, Embedded and Semi-Custom segment. Revenue increased 4% from a year ago, driven by growing embedded processor sales and ongoing demand for AMD-powered Microsoft and Sony game consoles. As we expected, revenue declined sequentially following the annual sales peak in the third quarter. 2016 game console sales aligned with our expectations, resulting in new records for semi-custom annual unit shipments and sales. Embedded processor sales grew by double-digit percentages sequentially and from the year-ago period based on adoption across our targeted vertical markets. And development of our next-generation server CPU, Naples, is on track as we continue to expand the breadth of our customer and partner engagements to enable broad platform ecosystem and software validation work in advance of launch. 
Naples is meeting our performance targets and customer response to our competitiveness and differentiated feature set continues to be overwhelmingly positive. As a result, we expanded our design win momentum in both traditional and cloud servers as well as in the embedded infrastructure and communications markets. 
As we look back on 2016, we successfully accomplished our key priorities including growing discrete graphics share, led by Polaris GPU adoption; regaining client compute share, led by our seventh-generation APUs; growing in adjacent markets with record annual semi-custom game console revenue and professional graphics; and strengthening the financial foundation of the company by achieving annual non-GAAP operating profitability, reducing debt and increasing cash. 
All of our work in the past 2 years has been designed to strengthen the technical, operational and financial foundation of the company. We entered 2017 with strong revenue growth and margin expansion opportunities as we prepare to launch our Zen-based CPUs and Vega GPUs that can return AMD to the high-performance markets where we have not materially participated in recent years. The production ramp, customer adoption and ecosystem support for our Zen-based desktop processor, Ryzen, are all mapped into our plans. 
We also remain on track to expand Zen into the data center market in the second quarter, followed by the embedded and notebook markets in the second half of the year. 
Our Vega GPU development is also progressing to plan. Vega is designed to scale beyond the limitations of current GPUs to enable PC gaming, professional design and machine intelligence experiences that traditional GPU architectures have not been able to effectively address. We provided our first performance preview of Vega GPUs earlier in the quarter in advance of the launch planned for the second quarter of this year. 
Bringing all this together, based on our current market expectations and the strength of our upcoming products, we are confident we can grow annual revenue, expand gross margin and deliver non-GAAP net income in 2017. 
Now, I'd like to turn the call over to Devinder to provide some additional color on our fourth quarter financial performance.",1024,8.0,6.0,0.9444444444444444,0.6
168864.0,"Advanced Micro Devices, Inc., Q4 2016 Earnings Call, Jan 31, 2017",2017-01-31,48.0,Earnings Calls,"Advanced Micro Devices, Inc.",2845.0,1120949.0,46509062.0,Presenter Speech,Devinder Kumar,,Executives,3,"Thank you, Lisa, and good afternoon, everyone. 2016 was a good year for AMD as we grew revenue, improved our financial performance and strengthened the financial foundation of the company. 
AMD annual revenue grew 7% year-over-year with growth in both business segments. We expanded gross margin, maintained essentially flat operating expenses, achieved operating profitability and reduced net losses significantly. 
In addition, we improved our balance sheet with strategy capital market transactions that reduced and reprofiled debt and lowered interest expense. 
Finally, we generated positive free cash flow and ended the year with cash and cash equivalents of $1.26 billion. 
Now let me provide the specifics of the fourth quarter 2016, together with quarterly year-over-year comparisons. Revenue was $1.1 billion, increasing 15% year-over-year, due primarily to higher GPU processor sales, and declining 15% sequentially, driven primarily by seasonally lower sales of our semi-custom SoCs, partially offset by higher sales in the Computing and Graphics segment. 
Gross margin was 32%, up 2 percentage points year-over-year and up 1 percentage point from the prior quarter due to higher Computing and Graphics segment revenue. 
Operating expenses were $357 million compared to $323 million a year ago and $353 million in the prior quarter. Both increases were due to ongoing targeted investments in R&D to support our new products. 
Net licensing gains associated with our server JV with THATIC was $31 million, up from $24 million in the prior quarter. Operating income was $26 million in the fourth quarter of 2016 compared to an operating loss of $39 million a year ago and operating income of $70 million in the prior quarter. Operating income is down from the prior quarter due to lower revenue. 
Fourth quarter net interest expense, taxes and other was $34 million, down from $44 million -- down from $40 million a year ago and $43 million in Q3 2016, primarily due to reduced interest expense. 
Net loss was $8 million, a loss per share of $0.01 calculated using 931 million shares of common stock. This compares to a net loss of $79 million or $0.10 a year ago and net income of $27 million or $0.03 in the prior quarter. 
Adjusted EBITDA was $60 million compared to adjusted EBITDA of minus $5 million a year ago and adjusted EBITDA of $103 million in the third quarter of 2016. 
Now turning to the business segments. Computing and Graphics revenue was $600 million, up 28% year-over-year and up 27% sequentially, primarily due to higher GPU and client processor sales. Computing and Graphics business segment operating loss was $21 million, improving significantly from a loss of $99 million from a year ago and a loss of $66 million in the prior quarter, primarily due to higher sales in the fourth quarter of 2016. 
Enterprise, Embedded and Semi-Custom revenue was $506 million, up 4% year-over-year and down 39% from the prior quarter, primarily due to lower sales of our semi-custom SoCs. Operating income was $47 million, down from $59 million a year ago and down from $136 million in the prior quarter. The year-over-year decrease was primarily driven by higher R&D investments in Q4 2016, partially offset by an IP monetization licensing gain. 
Turning to the balance sheet. Our cash and cash equivalents totaled $1.26 billion at the end of the quarter compared to $785 million a year ago and $1.26 billion in the prior quarter. 
Inventory was $751 million compared to $678 million a year ago and $772 million in the prior quarter. Inventory levels were higher from 1 year ago in support of product transitions and higher revenue in the first half of 2017. 
Total wafer purchases from GLOBALFOUNDRIES in 2016 was $665 million and $239 million in the fourth quarter. 
Long-term debt on the balance sheet as of the end of the quarter was $1.44 billion, down from $1.63 billion in the prior quarter, primarily due to debt redemptions. The principal debt amount of $1.77 billion, down from $1.93 billion as of the end of the third quarter 2016, is reflected on the balance sheet as a carrying value of debt after netting the unamortized discount of our convertible debt and issuance cost. 
During the fourth quarter of 2016, we redeemed $268 million principal amount of debt. In addition, we issued $105 million principal amount of 2 1/8% convertible notes due 2026 as a result of the underwriters exercising the option to purchase an additional 15% of the original issuance, bringing the total principal balance of the convertible notes to $805 million. 
Free cash flow in the fourth quarter was $167 million, a significant improvement from $27 million 1 year ago and $20 million in the third quarter of 2016. 
Turning to our outlook for the first quarter of 2017, which is a 13-week quarter, we expect revenue to decrease 11% sequentially, plus or minus 3%. The midpoint of guidance will result in Q1 2017 revenue increasing approximately 18% year-over-year; gross margin to be approximately 33%; non-GAAP operating expenses to be approximately $360 million; interest expense, taxes and other to be approximately $30 million; inventory to be approximately flat sequentially. 
We look forward to sharing additional 2017 and long-term guidance parameters at our Financial Analyst Day in May. 
In closing, we are pleased with the progress we made in 2016. As we begin 2017, we look forward to introducing several new leadership products and remain focus on further improving our financial and operational performance. 
With that, I'll turn it back to Laura. Laura?",911,7.0,6.0,0.8888888888888888,0.6
168864.0,"Advanced Micro Devices, Inc., Q4 2016 Earnings Call, Jan 31, 2017",2017-01-31,48.0,Earnings Calls,"Advanced Micro Devices, Inc.",2845.0,1120949.0,46509063.0,Presenter Speech,Laura Graves,,Executives,4,"Thank you, Devinder. Operator, with that, we are ready for our first question.",13,4.0,3.0,0.7222222222222222,0.3
168864.0,"Advanced Micro Devices, Inc., Q4 2016 Earnings Call, Jan 31, 2017",2017-01-31,48.0,Earnings Calls,"Advanced Micro Devices, Inc.",2845.0,1120949.0,46509064.0,Question and Answer Operator Message,Operator,,Operator,5,[Operator Instructions] Our first question today is coming from Mark Lipacis with Jefferies.,13,5.0,6.0,0.7777777777777778,0.6
168864.0,"Advanced Micro Devices, Inc., Q4 2016 Earnings Call, Jan 31, 2017",2017-01-31,48.0,Earnings Calls,"Advanced Micro Devices, Inc.",2845.0,1120949.0,46509065.0,Question,Mark Lipacis,,Analysts,6,"Lisa, I'm hoping that you can help me understand the dynamic of desktop microprocessors ramping down in front of the Ryzen ramp. My understanding was that Ryzen was a higher-end SKU to comp against the Core i5 or Core i7, which is above where the existing microprocessors competed in the stack. So I'm wondering if we should think about Ryzen either cannibalizing the existing desktop microprocessors at a higher ASP? Or are you kind of ramping down the lower end? Or should we think about Ryzen layering on top of the existing lower-end desktop microprocessors?",95,4.0,6.0,0.7222222222222222,0.6
168864.0,"Advanced Micro Devices, Inc., Q4 2016 Earnings Call, Jan 31, 2017",2017-01-31,48.0,Earnings Calls,"Advanced Micro Devices, Inc.",2845.0,1120949.0,46509066.0,Answer,Lisa Su,,Executives,7,"Yes, absolutely, Mark. Thanks for the question. So look, you are absolutely right. Ryzen is really a high-end desktop product, and I think the comment was really around our overall channel inventories in desktop. So we wanted to ensure a very smooth transition. No question that Ryzen will layer on top, competing well in the Core i7, Core i5 range. But we also will eventually see a full lineup of Ryzen throughout the desktop portfolio.",75,6.0,6.0,0.8333333333333334,0.6
168864.0,"Advanced Micro Devices, Inc., Q4 2016 Earnings Call, Jan 31, 2017",2017-01-31,48.0,Earnings Calls,"Advanced Micro Devices, Inc.",2845.0,1120949.0,46509067.0,Question,Mark Lipacis,,Analysts,8,"Okay, that's helpful. And I'll follow up, if I may. Is it fair to assume that as Ryzen ramps into the enthusiast stack that you would expect to see attach rates of AMD graphics cards also kind of increasing -- I guess I would expect to see higher attach rate of AMD GPUs with the Ryzen. Is that fair?",59,7.0,5.0,0.8888888888888888,0.5
168864.0,"Advanced Micro Devices, Inc., Q4 2016 Earnings Call, Jan 31, 2017",2017-01-31,48.0,Earnings Calls,"Advanced Micro Devices, Inc.",2845.0,1120949.0,46509068.0,Answer,Lisa Su,,Executives,9,"Yes, if you look at our product lineup in the first half of the year, I think we have Ryzen launching in early March, and then we'll have Vega, our enthusiast GPU, launching in the second quarter. And so as we go through the year, I think we're quite pleased with the performance that we're seeing on both of those products. And so we should see Ryzen doing very well on the high end as well as Vega. And by nature, since both of those high-end markets are markets that we don't have significant presence today, there will be an opportunity to both gain share as well as increase attach rates in those markets.",114,7.0,6.0,0.8888888888888888,0.6
